-182.481, 77.970, 1.832,  1.765
-182.455, 77.915, 1.832,  1.798
-182.429, 77.859, 1.830,  1.831
-182.404, 77.804, 1.829,  1.864
-182.380, 77.748, 1.828,  1.897
-182.356, 77.692, 1.827,  1.930
-182.332, 77.636, 1.827,  1.963
-182.309, 77.580, 1.827,  1.996
-182.286, 77.523, 1.829,  2.029
-182.263, 77.466, 1.831,  2.062
-182.241, 77.409, 1.835,  2.095
-182.219, 77.352, 1.839,  2.128
-182.198, 77.294, 1.843,  2.161
-182.176, 77.236, 1.848,  2.194
-182.156, 77.178, 1.854,  2.227
-182.135, 77.119, 1.860,  2.260
-182.115, 77.060, 1.866,  2.293
-182.096, 77.001, 1.872,  2.326
-182.076, 76.941, 1.878,  2.359
-182.057, 76.881, 1.884,  2.392
-182.038, 76.820, 1.890,  2.425
-182.020, 76.760, 1.896,  2.458
-182.002, 76.699, 1.902,  2.491
-181.984, 76.637, 1.907,  2.524
-181.967, 76.576, 1.912,  2.557
-181.950, 76.514, 1.918,  2.590
-181.933, 76.452, 1.923,  2.623
-181.917, 76.389, 1.928,  2.656
-181.901, 76.326, 1.933,  2.689
-181.885, 76.263, 1.938,  2.722
-181.869, 76.200, 1.944,  2.755
-181.854, 76.137, 1.949,  2.788
-181.839, 76.073, 1.954,  2.821
-181.825, 76.009, 1.960,  2.854
-181.811, 75.945, 1.965,  2.887
-181.797, 75.880, 1.971,  2.920
-181.783, 75.816, 1.977,  2.953
-181.769, 75.751, 1.983,  2.986
-181.756, 75.685, 1.989,  3.019
-181.743, 75.620, 1.995,  3.052
-181.731, 75.554, 2.001,  3.085
-181.718, 75.488, 2.007,  3.118
-181.706, 75.422, 2.013,  3.151
-181.694, 75.355, 2.019,  3.184
-181.683, 75.288, 2.025,  3.217
-181.671, 75.221, 2.032,  3.250
-181.660, 75.154, 2.038,  3.283
-181.649, 75.087, 2.044,  3.316
-181.638, 75.019, 2.051,  3.349
-181.628, 74.951, 2.057,  3.382
-181.618, 74.883, 2.063,  3.415
-181.608, 74.814, 2.070,  3.448
-181.598, 74.745, 2.076,  3.481
-181.588, 74.676, 2.082,  3.514
-181.579, 74.607, 2.089,  3.547
-181.570, 74.538, 2.095,  3.580
-181.561, 74.468, 2.102,  3.613
-181.552, 74.398, 2.109,  3.646
-181.543, 74.328, 2.115,  3.679
-181.535, 74.258, 2.122,  3.712
-181.527, 74.187, 2.129,  3.745
-181.519, 74.116, 2.135,  3.778
-181.511, 74.045, 2.142,  3.811
-181.503, 73.974, 2.149,  3.844
-181.495, 73.902, 2.156,  3.877
-181.488, 73.830, 2.162,  3.910
-181.481, 73.758, 2.169,  3.943
-181.474, 73.686, 2.176,  3.976
-181.467, 73.613, 2.183,  4.009
-181.460, 73.541, 2.190,  4.042
-181.454, 73.468, 2.197,  4.075
-181.447, 73.394, 2.204,  4.108
-181.441, 73.321, 2.211,  4.141
-181.435, 73.247, 2.218,  4.174
-181.429, 73.173, 2.225,  4.207
-181.423, 73.099, 2.232,  4.240
-181.417, 73.024, 2.239,  4.273
-181.412, 72.950, 2.247,  4.306
-181.406, 72.875, 2.254,  4.339
-181.401, 72.799, 2.261,  4.372
-181.396, 72.724, 2.268,  4.405
-181.391, 72.648, 2.275,  4.438
-181.386, 72.572, 2.283,  4.471
-181.381, 72.496, 2.290,  4.504
-181.376, 72.420, 2.297,  4.537
-181.371, 72.343, 2.305,  4.570
-181.367, 72.266, 2.312,  4.603
-181.362, 72.189, 2.320,  4.636
-181.358, 72.111, 2.327,  4.669
-181.354, 72.034, 2.335,  4.702
-181.350, 71.956, 2.342,  4.735
-181.346, 71.877, 2.350,  4.768
-181.342, 71.799, 2.358,  4.801
-181.338, 71.720, 2.365,  4.834
-181.334, 71.641, 2.373,  4.867
-181.330, 71.562, 2.381,  4.900
-181.327, 71.482, 2.389,  4.933
-181.323, 71.403, 2.396,  4.966
-181.320, 71.322, 2.404,  4.999
-181.317, 71.242, 2.412,  5.032
-181.313, 71.162, 2.420,  5.065
-181.310, 71.081, 2.428,  5.098
-181.307, 71.000, 2.436,  5.131
-181.304, 70.918, 2.444,  5.164
-181.301, 70.837, 2.452,  5.197
-181.299, 70.755, 2.460,  5.230
-181.296, 70.673, 2.468,  5.263
-181.293, 70.590, 2.476,  5.296
-181.291, 70.507, 2.484,  5.329
-181.288, 70.424, 2.492,  5.362
-181.286, 70.341, 2.501,  5.395
-181.283, 70.258, 2.509,  5.428
-181.281, 70.174, 2.517,  5.461
-181.279, 70.090, 2.525,  5.494
-181.277, 70.005, 2.533,  5.527
-181.274, 69.921, 2.542,  5.560
-181.272, 69.836, 2.550,  5.593
-181.270, 69.751, 2.558,  5.626
-181.268, 69.665, 2.567,  5.659
-181.267, 69.579, 2.575,  5.692
-181.265, 69.493, 2.584,  5.725
-181.263, 69.407, 2.592,  5.758
-181.261, 69.320, 2.601,  5.791
-181.260, 69.233, 2.610,  5.824
-181.258, 69.146, 2.618,  5.857
-181.257, 69.059, 2.627,  5.890
-181.255, 68.971, 2.636,  5.923
-181.254, 68.883, 2.644,  5.956
-181.253, 68.794, 2.653,  5.989
-181.251, 68.706, 2.662,  6.022
-181.250, 68.617, 2.671,  6.055
-181.249, 68.528, 2.679,  6.088
-181.248, 68.438, 2.688,  6.121
-181.247, 68.348, 2.697,  6.154
-181.245, 68.258, 2.706,  6.187
-181.244, 68.168, 2.715,  6.220
-181.243, 68.077, 2.724,  6.253
-181.243, 67.986, 2.733,  6.286
-181.242, 67.894, 2.742,  6.319
-181.241, 67.803, 2.751,  6.352
-181.240, 67.711, 2.760,  6.385
-181.239, 67.619, 2.770,  6.418
-181.238, 67.526, 2.779,  6.451
-181.238, 67.433, 2.788,  6.484
-181.237, 67.340, 2.798,  6.517
-181.237, 67.247, 2.807,  6.550
-181.236, 67.153, 2.816,  6.583
-181.235, 67.059, 2.826,  6.616
-181.235, 66.964, 2.835,  6.649
-181.234, 66.869, 2.844,  6.682
-181.234, 66.774, 2.854,  6.715
-181.234, 66.679, 2.863,  6.748
-181.233, 66.583, 2.873,  6.781
-181.233, 66.487, 2.882,  6.814
-181.232, 66.391, 2.892,  6.847
-181.232, 66.294, 2.902,  6.880
-181.232, 66.197, 2.911,  6.913
-181.232, 66.100, 2.921,  6.946
-181.231, 66.002, 2.931,  6.979
-181.231, 65.904, 2.941,  7.012
-181.231, 65.806, 2.950,  7.045
-181.231, 65.708, 2.960,  7.078
-181.231, 65.609, 2.970,  7.111
-181.231, 65.509, 2.980,  7.144
-181.231, 65.410, 2.990,  7.177
-181.231, 65.310, 3.000,  7.210
-181.231, 65.210, 3.010,  7.243
-181.231, 65.109, 3.020,  7.276
-181.231, 65.008, 3.030,  7.309
-181.231, 64.907, 3.040,  7.342
-181.231, 64.805, 3.051,  7.375
-181.231, 64.703, 3.061,  7.408
-181.231, 64.601, 3.071,  7.441
-181.231, 64.498, 3.081,  7.474
-181.231, 64.395, 3.091,  7.507
-181.231, 64.292, 3.102,  7.540
-181.232, 64.188, 3.112,  7.573
-181.232, 64.085, 3.122,  7.606
-181.232, 63.980, 3.133,  7.639
-181.232, 63.875, 3.143,  7.672
-181.232, 63.770, 3.154,  7.705
-181.233, 63.665, 3.164,  7.738
-181.233, 63.559, 3.175,  7.771
-181.233, 63.453, 3.185,  7.804
-181.233, 63.347, 3.196,  7.837
-181.234, 63.240, 3.207,  7.870
-181.234, 63.133, 3.217,  7.903
-181.234, 63.025, 3.228,  7.936
-181.235, 62.917, 3.239,  7.969
-181.235, 62.809, 3.250,  8.002
-181.235, 62.701, 3.261,  8.035
-181.236, 62.592, 3.271,  8.068
-181.236, 62.482, 3.282,  8.101
-181.236, 62.373, 3.293,  8.134
-181.237, 62.263, 3.304,  8.167
-181.237, 62.152, 3.315,  8.200
-181.238, 62.041, 3.326,  8.233
-181.238, 61.930, 3.337,  8.266
-181.238, 61.819, 3.348,  8.299
-181.239, 61.707, 3.360,  8.332
-181.239, 61.594, 3.371,  8.365
-181.240, 61.482, 3.382,  8.398
-181.240, 61.369, 3.394,  8.431
-181.240, 61.255, 3.405,  8.464
-181.241, 61.142, 3.416,  8.497
-181.241, 61.027, 3.428,  8.530
-181.242, 60.913, 3.439,  8.563
-181.242, 60.798, 3.451,  8.596
-181.243, 60.683, 3.462,  8.629
-181.243, 60.567, 3.474,  8.662
-181.244, 60.451, 3.485,  8.695
-181.244, 60.334, 3.497,  8.728
-181.245, 60.217, 3.509,  8.761
-181.245, 60.100, 3.520,  8.794
-181.246, 59.983, 3.532,  8.827
-181.246, 59.865, 3.544,  8.860
-181.247, 59.746, 3.556,  8.893
-181.247, 59.627, 3.568,  8.926
-181.248, 59.508, 3.580,  8.959
-181.248, 59.388, 3.591,  8.992
-181.249, 59.268, 3.603,  9.025
-181.249, 59.148, 3.615,  9.058
-181.250, 59.027, 3.627,  9.091
-181.250, 58.906, 3.640,  9.124
-181.251, 58.784, 3.652,  9.157
-181.251, 58.662, 3.664,  9.190
-181.252, 58.540, 3.676,  9.223
-181.252, 58.417, 3.689,  9.256
-181.253, 58.294, 3.701,  9.289
-181.253, 58.170, 3.713,  9.322
-181.254, 58.046, 3.726,  9.355
-181.254, 57.922, 3.738,  9.388
-181.255, 57.797, 3.751,  9.421
-181.255, 57.671, 3.763,  9.454
-181.256, 57.545, 3.776,  9.487
-181.256, 57.419, 3.789,  9.520
-181.257, 57.293, 3.801,  9.553
-181.257, 57.166, 3.814,  9.586
-181.258, 57.038, 3.827,  9.619
-181.258, 56.910, 3.839,  9.652
-181.259, 56.782, 3.852,  9.685
-181.259, 56.653, 3.865,  9.718
-181.260, 56.524, 3.878,  9.751
-181.260, 56.395, 3.891,  9.784
-181.261, 56.265, 3.904,  9.817
-181.261, 56.134, 3.917,  9.850
-181.262, 56.003, 3.930,  9.883
-181.262, 55.872, 3.943,  9.916
-181.263, 55.740, 3.956,  9.949
-181.263, 55.608, 3.968,  9.982
-181.264, 55.475, 3.981, 10.015
-181.264, 55.342, 3.994, 10.048
-181.265, 55.209, 4.007, 10.081
-181.265, 55.075, 4.020, 10.114
-181.266, 54.941, 4.034, 10.147
-181.266, 54.806, 4.047, 10.180
-181.267, 54.671, 4.060, 10.213
-181.267, 54.535, 4.073, 10.246
-181.267, 54.399, 4.087, 10.279
-181.268, 54.262, 4.100, 10.312
-181.268, 54.125, 4.114, 10.345
-181.269, 53.988, 4.127, 10.378
-181.269, 53.850, 4.141, 10.411
-181.270, 53.711, 4.155, 10.444
-181.270, 53.573, 4.168, 10.477
-181.271, 53.433, 4.182, 10.510
-181.271, 53.294, 4.196, 10.543
-181.272, 53.153, 4.210, 10.576
-181.272, 53.013, 4.224, 10.609
-181.272, 52.871, 4.238, 10.642
-181.273, 52.730, 4.252, 10.675
-181.273, 52.588, 4.266, 10.708
-181.274, 52.445, 4.280, 10.741
-181.274, 52.302, 4.294, 10.774
-181.275, 52.159, 4.308, 10.807
-181.275, 52.015, 4.323, 10.840
-181.275, 51.870, 4.337, 10.873
-181.276, 51.725, 4.351, 10.906
-181.276, 51.580, 4.366, 10.939
-181.277, 51.434, 4.380, 10.972
-181.277, 51.288, 4.395, 11.005
-181.277, 51.141, 4.409, 11.038
-181.278, 50.993, 4.424, 11.071
-181.278, 50.846, 4.439, 11.104
-181.279, 50.697, 4.453, 11.137
-181.279, 50.548, 4.468, 11.170
-181.279, 50.399, 4.483, 11.203
-181.280, 50.249, 4.498, 11.236
-181.280, 50.099, 4.513, 11.269
-181.281, 49.948, 4.528, 11.302
-181.281, 49.797, 4.543, 11.335
-181.281, 49.645, 4.558, 11.368
-181.282, 49.493, 4.574, 11.401
-181.282, 49.340, 4.589, 11.434
-181.282, 49.186, 4.604, 11.467
-181.283, 49.033, 4.619, 11.500
-181.283, 48.878, 4.634, 11.533
-181.283, 48.723, 4.650, 11.566
-181.284, 48.568, 4.665, 11.599
-181.284, 48.412, 4.681, 11.632
-181.284, 48.256, 4.696, 11.665
-181.285, 48.099, 4.712, 11.698
-181.285, 47.941, 4.728, 11.731
-181.286, 47.783, 4.743, 11.764
-181.286, 47.625, 4.759, 11.797
-181.286, 47.466, 4.775, 11.830
-181.286, 47.306, 4.791, 11.863
-181.287, 47.146, 4.807, 11.896
-181.287, 46.985, 4.823, 11.929
-181.287, 46.824, 4.839, 11.962
-181.288, 46.663, 4.855, 11.995
-181.288, 46.500, 4.871, 12.028
-181.288, 46.338, 4.888, 12.061
-181.289, 46.174, 4.904, 12.094
-181.289, 46.010, 4.920, 12.127
-181.289, 45.846, 4.937, 12.160
-181.289, 45.681, 4.953, 12.193
-181.290, 45.515, 4.969, 12.226
-181.290, 45.349, 4.986, 12.259
-181.290, 45.183, 5.003, 12.292
-181.290, 45.016, 5.019, 12.325
-181.291, 44.848, 5.036, 12.358
-181.291, 44.680, 5.053, 12.391
-181.291, 44.511, 5.070, 12.424
-181.292, 44.341, 5.086, 12.457
-181.292, 44.171, 5.102, 12.490
-181.292, 44.001, 5.113, 12.523
-181.292, 43.831, 5.111, 12.556
-181.292, 43.661, 5.096, 12.589
-181.293, 43.491, 5.082, 12.622
-181.293, 43.322, 5.074, 12.655
-181.293, 43.154, 5.072, 12.688
-181.293, 42.985, 5.076, 12.721
-181.294, 42.815, 5.088, 12.754
-181.294, 42.645, 5.108, 12.787
-181.294, 42.474, 5.135, 12.820
-181.294, 42.302, 5.169, 12.853
-181.294, 42.128, 5.209, 12.886
-181.295, 41.953, 5.254, 12.919
-181.295, 41.776, 5.303, 12.952
-181.295, 41.598, 5.353, 12.985
-181.295, 41.418, 5.403, 13.018
-181.295, 41.237, 5.451, 13.051
-181.296, 41.054, 5.495, 13.084
-181.296, 40.869, 5.533, 13.117
-181.296, 40.684, 5.566, 13.150
-181.296, 40.498, 5.591, 13.183
-181.296, 40.311, 5.611, 13.216
-181.296, 40.124, 5.625, 13.249
-181.297, 39.936, 5.634, 13.282
-181.297, 39.748, 5.638, 13.315
-181.297, 39.560, 5.640, 13.348
-181.297, 39.373, 5.639, 13.381
-181.297, 39.185, 5.638, 13.414
-181.297, 38.997, 5.636, 13.447
-181.297, 38.809, 5.635, 13.480
-181.298, 38.622, 5.635, 13.513
-181.298, 38.434, 5.638, 13.546
-181.298, 38.246, 5.644, 13.579
-181.298, 38.057, 5.654, 13.612
-181.298, 37.869, 5.667, 13.645
-181.298, 37.679, 5.685, 13.678
-181.298, 37.489, 5.706, 13.711
-181.298, 37.298, 5.731, 13.744
-181.298, 37.106, 5.760, 13.777
-181.299, 36.913, 5.791, 13.810
-181.299, 36.719, 5.825, 13.843
-181.299, 36.524, 5.860, 13.876
-181.299, 36.328, 5.895, 13.909
-181.299, 36.130, 5.930, 13.942
-181.299, 35.931, 5.963, 13.975
-181.299, 35.732, 5.994, 14.008
-181.299, 35.531, 6.022, 14.041
-181.299, 35.329, 6.048, 14.074
-181.299, 35.127, 6.070, 14.107
-181.299, 34.924, 6.089, 14.140
-181.299, 34.721, 6.105, 14.173
-181.299, 34.517, 6.118, 14.206
-181.299, 34.313, 6.130, 14.239
-181.299, 34.109, 6.141, 14.272
-181.299, 33.904, 6.151, 14.305
-181.299, 33.698, 6.161, 14.338
-181.299, 33.493, 6.171, 14.371
-181.300, 33.287, 6.182, 14.404
-181.300, 33.080, 6.195, 14.437
-181.300, 32.874, 6.210, 14.470
-181.300, 32.666, 6.227, 14.503
-181.299, 32.458, 6.245, 14.536
-181.299, 32.249, 6.267, 14.569
-181.299, 32.040, 6.290, 14.602
-181.299, 31.829, 6.315, 14.635
-181.299, 31.618, 6.342, 14.668
-181.299, 31.406, 6.371, 14.701
-181.299, 31.192, 6.400, 14.734
-181.299, 30.978, 6.429, 14.767
-181.299, 30.763, 6.459, 14.800
-181.299, 30.547, 6.487, 14.833
-181.299, 30.330, 6.515, 14.866
-181.299, 30.112, 6.541, 14.899
-181.299, 29.893, 6.565, 14.932
-181.299, 29.674, 6.588, 14.965
-181.299, 29.453, 6.608, 14.998
-181.299, 29.233, 6.627, 15.031
-181.299, 29.011, 6.645, 15.064
-181.299, 28.789, 6.662, 15.097
-181.299, 28.567, 6.678, 15.130
-181.299, 28.344, 6.694, 15.163
-181.298, 28.120, 6.710, 15.196
-181.298, 27.896, 6.727, 15.229
-181.298, 27.672, 6.745, 15.262
-181.298, 27.446, 6.764, 15.295
-181.298, 27.220, 6.785, 15.328
-181.298, 26.993, 6.807, 15.361
-181.298, 26.766, 6.831, 15.394
-181.298, 26.537, 6.855, 15.427
-181.298, 26.308, 6.881, 15.460
-181.297, 26.078, 6.908, 15.493
-181.297, 25.847, 6.935, 15.526
-181.297, 25.615, 6.962, 15.559
-181.297, 25.382, 6.989, 15.592
-181.297, 25.149, 7.015, 15.625
-181.297, 24.914, 7.041, 15.658
-181.296, 24.679, 7.067, 15.691
-181.296, 24.442, 7.091, 15.724
-181.296, 24.205, 7.115, 15.757
-181.296, 23.968, 7.138, 15.790
-181.296, 23.729, 7.160, 15.823
-181.295, 23.490, 7.182, 15.856
-181.295, 23.250, 7.203, 15.889
-181.295, 23.009, 7.224, 15.922
-181.295, 22.768, 7.245, 15.955
-181.295, 22.526, 7.267, 15.988
-181.294, 22.283, 7.289, 16.021
-181.294, 22.039, 7.311, 16.054
-181.294, 21.795, 7.335, 16.087
-181.294, 21.550, 7.359, 16.120
-181.293, 21.304, 7.383, 16.153
-181.293, 21.057, 7.409, 16.186
-181.293, 20.810, 7.434, 16.219
-181.293, 20.561, 7.461, 16.252
-181.292, 20.312, 7.487, 16.285
-181.292, 20.061, 7.514, 16.318
-181.292, 19.810, 7.540, 16.351
-181.292, 19.558, 7.567, 16.384
-181.291, 19.305, 7.593, 16.417
-181.291, 19.051, 7.619, 16.450
-181.291, 18.797, 7.645, 16.483
-181.290, 18.541, 7.671, 16.516
-181.290, 18.285, 7.696, 16.549
-181.290, 18.028, 7.721, 16.582
-181.289, 17.770, 7.745, 16.615
-181.289, 17.511, 7.770, 16.648
-181.289, 17.251, 7.795, 16.681
-181.288, 16.991, 7.820, 16.714
-181.288, 16.730, 7.845, 16.747
-181.288, 16.468, 7.870, 16.780
-181.287, 16.205, 7.895, 16.813
-181.287, 15.941, 7.921, 16.846
-181.286, 15.676, 7.947, 16.879
-181.286, 15.411, 7.974, 16.912
-181.286, 15.144, 8.000, 16.945
-181.285, 14.877, 8.028, 16.978
-181.285, 14.608, 8.055, 17.011
-181.284, 14.339, 8.083, 17.044
-181.284, 14.069, 8.110, 17.077
-181.284, 13.798, 8.138, 17.110
-181.283, 13.526, 8.166, 17.143
-181.283, 13.253, 8.194, 17.176
-181.282, 12.979, 8.222, 17.209
-181.282, 12.704, 8.250, 17.242
-181.281, 12.429, 8.278, 17.275
-181.281, 12.152, 8.306, 17.308
-181.280, 11.875, 8.333, 17.341
-181.280, 11.596, 8.361, 17.374
-181.279, 11.317, 8.389, 17.407
-181.279, 11.036, 8.417, 17.440
-181.278, 10.755, 8.444, 17.473
-181.278, 10.473, 8.472, 17.506
-181.277, 10.190, 8.500, 17.539
-181.277, 9.906, 8.528, 17.572
-181.276, 9.621, 8.556, 17.605
-181.276, 9.335, 8.584, 17.638
-181.275, 9.048, 8.613, 17.671
-181.275, 8.760, 8.641, 17.704
-181.274, 8.471, 8.670, 17.737
-181.273, 8.182, 8.699, 17.770
-181.273, 7.891, 8.728, 17.803
-181.272, 7.599, 8.758, 17.836
-181.272, 7.307, 8.787, 17.869
-181.271, 7.013, 8.817, 17.902
-181.271, 6.718, 8.847, 17.935
-181.270, 6.423, 8.877, 17.968
-181.269, 6.126, 8.907, 18.001
-181.269, 5.828, 8.937, 18.034
-181.268, 5.530, 8.967, 18.067
-181.267, 5.230, 8.997, 18.100
-181.267, 4.929, 9.027, 18.133
-181.266, 4.628, 9.057, 18.166
-181.265, 4.325, 9.087, 18.199
-181.265, 4.021, 9.118, 18.232
-181.264, 3.717, 9.148, 18.265
-181.263, 3.411, 9.178, 18.298
-181.263, 3.104, 9.209, 18.331
-181.262, 2.797, 9.239, 18.364
-181.261, 2.488, 9.270, 18.397
-181.260, 2.178, 9.301, 18.430
-181.260, 1.867, 9.332, 18.463
-181.259, 1.555, 9.363, 18.496
-181.258, 1.242, 9.394, 18.529
-181.257, 0.929, 9.426, 18.562
-181.257, 0.614, 9.457, 18.595
-181.256, 0.297, 9.489, 18.628
-181.255, -0.020, 9.521, 18.661
-181.254, -0.338, 9.552, 18.694
-181.253, -0.657, 9.584, 18.727
-181.253, -0.977, 9.617, 18.760
-181.252, -1.299, 9.649, 18.793
-181.251, -1.621, 9.681, 18.826
-181.250, -1.945, 9.714, 18.859
-181.249, -2.269, 9.746, 18.892
-181.248, -2.595, 9.779, 18.925
-181.248, -2.922, 9.812, 18.958
-181.247, -3.250, 9.844, 18.991
-181.246, -3.579, 9.877, 19.024
-181.245, -3.909, 9.910, 19.057
-181.244, -4.240, 9.943, 19.090
-181.243, -4.572, 9.976, 19.123
-181.242, -4.906, 10.010, 19.156
-181.241, -5.240, 10.043, 19.189
-181.240, -5.576, 10.077, 19.222
-181.239, -5.912, 10.110, 19.255
-181.238, -6.250, 10.144, 19.288
-181.237, -6.589, 10.178, 19.321
-181.236, -6.929, 10.212, 19.354
-181.235, -7.271, 10.246, 19.387
-181.234, -7.613, 10.280, 19.420
-181.233, -7.957, 10.315, 19.453
-181.232, -8.301, 10.349, 19.486
-181.231, -8.647, 10.384, 19.519
-181.230, -8.994, 10.419, 19.552
-181.229, -9.342, 10.453, 19.585
-181.228, -9.692, 10.489, 19.618
-181.227, -10.042, 10.524, 19.651
-181.226, -10.394, 10.559, 19.684
-181.225, -10.747, 10.594, 19.717
-181.224, -11.101, 10.630, 19.750
-181.223, -11.456, 10.665, 19.783
-181.221, -11.812, 10.701, 19.816
-181.220, -12.170, 10.737, 19.849
-181.219, -12.529, 10.773, 19.882
-181.218, -12.889, 10.809, 19.915
-181.217, -13.250, 10.845, 19.948
-181.216, -13.612, 10.881, 19.981
-181.214, -13.976, 10.917, 20.014
-181.213, -14.341, 10.953, 20.047
-181.212, -14.707, 10.990, 20.080
-181.211, -15.074, 11.027, 20.113
-181.209, -15.443, 11.063, 20.146
-181.208, -15.812, 11.100, 20.179
-181.207, -16.183, 11.137, 20.212
-181.206, -16.556, 11.175, 20.245
-181.204, -16.929, 11.212, 20.278
-181.203, -17.304, 11.250, 20.311
-181.202, -17.680, 11.288, 20.344
-181.200, -18.057, 11.325, 20.377
-181.199, -18.435, 11.363, 20.410
-181.198, -18.815, 11.402, 20.443
-181.196, -19.196, 11.440, 20.476
-181.195, -19.578, 11.478, 20.509
-181.194, -19.962, 11.517, 20.542
-181.192, -20.347, 11.556, 20.575
-181.191, -20.733, 11.595, 20.608
-181.189, -21.121, 11.634, 20.641
-181.188, -21.509, 11.673, 20.674
-181.186, -21.899, 11.712, 20.707
-181.185, -22.291, 11.752, 20.740
-181.184, -22.684, 11.792, 20.773
-181.182, -23.078, 11.831, 20.806
-181.181, -23.473, 11.871, 20.839
-181.179, -23.870, 11.911, 20.872
-181.177, -24.268, 11.951, 20.905
-181.176, -24.667, 11.991, 20.938
-181.174, -25.068, 12.032, 20.971
-181.173, -25.470, 12.072, 21.004
-181.171, -25.873, 12.113, 21.037
-181.170, -26.278, 12.153, 21.070
-181.168, -26.684, 12.194, 21.103
-181.166, -27.092, 12.235, 21.136
-181.165, -27.501, 12.275, 21.169
-181.163, -27.911, 12.316, 21.202
-181.161, -28.323, 12.358, 21.235
-181.160, -28.736, 12.399, 21.268
-181.158, -29.150, 12.440, 21.301
-181.156, -29.566, 12.482, 21.334
-181.155, -29.983, 12.524, 21.367
-181.153, -30.401, 12.566, 21.400
-181.151, -30.821, 12.608, 21.433
-181.149, -31.243, 12.650, 21.466
-181.147, -31.665, 12.693, 21.499
-181.146, -32.089, 12.736, 21.532
-181.144, -32.515, 12.778, 21.565
-181.142, -32.942, 12.821, 21.598
-181.140, -33.371, 12.864, 21.631
-181.138, -33.801, 12.908, 21.664
-181.136, -34.232, 12.951, 21.697
-181.135, -34.665, 12.995, 21.730
-181.133, -35.099, 13.038, 21.763
-181.131, -35.535, 13.082, 21.796
-181.129, -35.972, 13.126, 21.829
-181.127, -36.410, 13.170, 21.862
-181.125, -36.851, 13.214, 21.895
-181.123, -37.292, 13.258, 21.928
-181.121, -37.735, 13.302, 21.961
-181.119, -38.180, 13.347, 21.994
-181.117, -38.626, 13.391, 22.027
-181.115, -39.073, 13.436, 22.060
-181.113, -39.522, 13.481, 22.093
-181.111, -39.973, 13.526, 22.126
-181.108, -40.425, 13.571, 22.159
-181.106, -40.878, 13.616, 22.192
-181.104, -41.333, 13.662, 22.225
-181.102, -41.790, 13.708, 22.258
-181.100, -42.248, 13.754, 22.291
-181.098, -42.708, 13.800, 22.324
-181.095, -43.169, 13.846, 22.357
-181.093, -43.631, 13.892, 22.390
-181.091, -44.096, 13.939, 22.423
-181.089, -44.562, 13.986, 22.456
-181.086, -45.029, 14.032, 22.489
-181.084, -45.498, 14.080, 22.522
-181.082, -45.968, 14.127, 22.555
-181.079, -46.441, 14.174, 22.588
-181.077, -46.914, 14.222, 22.621
-181.075, -47.389, 14.269, 22.654
-181.072, -47.866, 14.317, 22.687
-181.070, -48.345, 14.365, 22.720
-181.068, -48.825, 14.413, 22.753
-181.065, -49.306, 14.461, 22.786
-181.063, -49.790, 14.510, 22.819
-181.060, -50.275, 14.558, 22.852
-181.058, -50.761, 14.607, 22.885
-181.055, -51.249, 14.656, 22.918
-181.053, -51.739, 14.704, 22.951
-181.050, -52.230, 14.753, 22.984
-181.047, -52.723, 14.803, 23.017
-181.045, -53.218, 14.852, 23.050
